animal_id,ear_tag,species,breed,age_months,sex,owner_id,owner_name,village,block,district_id,district_name,state,vaccination_history,registered_at
AN-3F88912D,MH-PUN-7FE44F,goat,Sangamneri,91,male,OWN-PUN-5818,Owner_108,indapur73,Indapur,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-04"", ""batch"": ""BATCH-8980"", ""administered_by"": ""VET-PUN-836""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-07-05"", ""batch"": ""BATCH-3751"", ""administered_by"": ""VET-PUN-968""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-01-05"", ""batch"": ""BATCH-6697"", ""administered_by"": ""VET-PUN-419""}]",2024-02-03
AN-2791647B,MH-PUN-958C7F,sheep,Madgyal,56,female,OWN-PUN-5468,Owner_454,mulstarf66,Mulshi,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-14"", ""batch"": ""BATCH-1887"", ""administered_by"": ""VET-PUN-945""}]",2024-04-17
AN-FEEF933C,MH-PUN-D4AFCA,buffalo,Murrah,53,male,OWN-PUN-2761,Owner_164,velhnagar80,Velhe,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-12-12"", ""batch"": ""BATCH-1537"", ""administered_by"": ""VET-PUN-779""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-07-03"", ""batch"": ""BATCH-4892"", ""administered_by"": ""VET-PUN-363""}]",2024-05-28
AN-FEAACFF8,MH-PUN-2E57CC,sheep,Madgyal,107,male,OWN-PUN-8077,Owner_197,mulspur20,Mulshi,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-07-11"", ""batch"": ""BATCH-5693"", ""administered_by"": ""VET-PUN-771""}]",2024-02-24
AN-7B25DABA,MH-PUN-38FD8D,buffalo,Nagpuri,75,female,OWN-PUN-5547,Owner_114,bhorgaon89,Bhor,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-09-24"", ""batch"": ""BATCH-8116"", ""administered_by"": ""VET-PUN-175""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-01"", ""batch"": ""BATCH-6991"", ""administered_by"": ""VET-PUN-667""}]",2024-01-08
AN-17C6CBFB,MH-PUN-87A832,poultry,Desi,4,female,OWN-PUN-4663,Owner_194,ambepeth29,Ambegaon,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-08-28"", ""batch"": ""BATCH-7305"", ""administered_by"": ""VET-PUN-403""}]",2024-03-11
AN-216C45ED,MH-PUN-44DD14,goat,Sangamneri,6,male,OWN-PUN-8216,Owner_6,baragaon41,Baramati,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-22"", ""batch"": ""BATCH-6986"", ""administered_by"": ""VET-PUN-609""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-03-20"", ""batch"": ""BATCH-7119"", ""administered_by"": ""VET-PUN-136""}]",2024-05-13
AN-EC798A9B,MH-PUN-2F1256,poultry,Kadaknath,7,female,OWN-PUN-6630,Owner_476,junnbudruk12,Junnar,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-10-27"", ""batch"": ""BATCH-9948"", ""administered_by"": ""VET-PUN-703""}]",2024-04-21
AN-22045411,MH-PUN-513618,buffalo,Nagpuri,43,female,OWN-PUN-8059,Owner_13,barapur52,Baramati,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-06-22"", ""batch"": ""BATCH-6666"", ""administered_by"": ""VET-PUN-164""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-08-26"", ""batch"": ""BATCH-8319"", ""administered_by"": ""VET-PUN-811""}]",2024-03-03
AN-D6FDB969,MH-PUN-DD25AD,poultry,BV380,7,female,OWN-PUN-2096,Owner_428,indabudruk76,Indapur,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-08-26"", ""batch"": ""BATCH-4242"", ""administered_by"": ""VET-PUN-373""}]",2024-03-26
AN-0B7F6153,MH-PUN-55FBC4,goat,Sirohi Cross,57,female,OWN-PUN-3613,Owner_58,havegaon80,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-07-09"", ""batch"": ""BATCH-7171"", ""administered_by"": ""VET-PUN-178""}]",2024-03-05
AN-CF522FA4,MH-PUN-2D08B6,sheep,Lonand,111,female,OWN-PUN-5287,Owner_463,velhpur19,Velhe,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-08-02"", ""batch"": ""BATCH-9356"", ""administered_by"": ""VET-PUN-197""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-01-04"", ""batch"": ""BATCH-5419"", ""administered_by"": ""VET-PUN-640""}]",2024-06-04
AN-27C20442,MH-PUN-F3EBB2,buffalo,Surti,8,female,OWN-PUN-5113,Owner_127,indagaon79,Indapur,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-05-18"", ""batch"": ""BATCH-2956"", ""administered_by"": ""VET-PUN-928""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-02-16"", ""batch"": ""BATCH-5091"", ""administered_by"": ""VET-PUN-108""}]",2024-06-01
AN-E0C05973,MH-PUN-C905AC,poultry,Desi,18,male,OWN-PUN-2978,Owner_138,ambewadi43,Ambegaon,PUNE,Pune,Maharashtra,[],2024-02-10
AN-27ED450D,MH-PUN-5D6FE2,cattle,Khillari,46,male,OWN-PUN-7171,Owner_486,havegaon89,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-21"", ""batch"": ""BATCH-9490"", ""administered_by"": ""VET-PUN-837""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-07-26"", ""batch"": ""BATCH-1623"", ""administered_by"": ""VET-PUN-749""}]",2024-01-25
AN-35E97C65,MH-PUN-F2EF5B,buffalo,Murrah,75,female,OWN-PUN-5971,Owner_215,mulsnagar90,Mulshi,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-03-10"", ""batch"": ""BATCH-8047"", ""administered_by"": ""VET-PUN-558""}]",2024-04-25
AN-4FB3F110,MH-PUN-94B574,goat,Sangamneri,75,female,OWN-PUN-9580,Owner_443,mulspur91,Mulshi,PUNE,Pune,Maharashtra,"[{""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-01-15"", ""batch"": ""BATCH-5382"", ""administered_by"": ""VET-PUN-736""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-09-26"", ""batch"": ""BATCH-5316"", ""administered_by"": ""VET-PUN-698""}]",2024-06-24
AN-6307B4CA,MH-PUN-A85135,goat,Sirohi Cross,113,male,OWN-PUN-3435,Owner_1,mulspur50,Mulshi,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-12-14"", ""batch"": ""BATCH-7052"", ""administered_by"": ""VET-PUN-527""}]",2024-06-12
AN-4B84BDCD,MH-PUN-805BBC,sheep,Deccani,111,female,OWN-PUN-9393,Owner_324,baranagar46,Baramati,PUNE,Pune,Maharashtra,[],2024-05-20
AN-43103041,MH-PUN-143AC4,goat,Osmanabadi,40,female,OWN-PUN-2645,Owner_204,junnkhurd65,Junnar,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-12-23"", ""batch"": ""BATCH-6291"", ""administered_by"": ""VET-PUN-294""}]",2024-02-25
AN-A6839099,MH-PUN-8CB772,buffalo,Pandharpuri,117,female,OWN-PUN-9015,Owner_198,havepeth19,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-07-04"", ""batch"": ""BATCH-4564"", ""administered_by"": ""VET-PUN-785""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-06-27"", ""batch"": ""BATCH-6948"", ""administered_by"": ""VET-PUN-601""}]",2024-03-11
AN-16C6962C,MH-PUN-755552,poultry,Kadaknath,17,female,OWN-PUN-4278,Owner_296,mulswadi89,Mulshi,PUNE,Pune,Maharashtra,[],2024-01-17
AN-82DAE47B,MH-PUN-9AA13D,buffalo,Nagpuri,68,female,OWN-PUN-9690,Owner_181,junnbudruk19,Junnar,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-09-04"", ""batch"": ""BATCH-3817"", ""administered_by"": ""VET-PUN-115""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-07-12"", ""batch"": ""BATCH-7240"", ""administered_by"": ""VET-PUN-727""}]",2024-03-22
AN-66A33138,MH-PUN-B23657,poultry,Kadaknath,5,female,OWN-PUN-4932,Owner_213,bhorpeth56,Bhor,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-02-26"", ""batch"": ""BATCH-3851"", ""administered_by"": ""VET-PUN-581""}]",2024-03-08
AN-8E371CDC,MH-PUN-8AA4AD,goat,Osmanabadi,109,female,OWN-PUN-1536,Owner_83,velhtarf44,Velhe,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-17"", ""batch"": ""BATCH-1290"", ""administered_by"": ""VET-PUN-190""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-08-03"", ""batch"": ""BATCH-1438"", ""administered_by"": ""VET-PUN-530""}]",2024-03-12
AN-01B9F84D,MH-PUN-19AE85,cattle,Dangi,31,female,OWN-PUN-6976,Owner_342,barabudruk35,Baramati,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-10"", ""batch"": ""BATCH-5042"", ""administered_by"": ""VET-PUN-736""}]",2024-01-01
AN-E9E1D7F1,MH-PUN-295268,buffalo,Pandharpuri,110,female,OWN-PUN-7995,Owner_495,velhgaon68,Velhe,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-10-21"", ""batch"": ""BATCH-1818"", ""administered_by"": ""VET-PUN-534""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-08-24"", ""batch"": ""BATCH-5210"", ""administered_by"": ""VET-PUN-581""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-05"", ""batch"": ""BATCH-1847"", ""administered_by"": ""VET-PUN-829""}]",2024-01-03
AN-7CB2BC8B,MH-PUN-527B91,cattle,Khillari,34,female,OWN-PUN-8672,Owner_434,havekhurd66,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-07-01"", ""batch"": ""BATCH-2391"", ""administered_by"": ""VET-PUN-757""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-08-23"", ""batch"": ""BATCH-8793"", ""administered_by"": ""VET-PUN-904""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-06-21"", ""batch"": ""BATCH-4632"", ""administered_by"": ""VET-PUN-292""}]",2024-06-10
AN-8D471500,MH-PUN-269124,buffalo,Pandharpuri,81,female,OWN-PUN-3124,Owner_69,ambekhurd76,Ambegaon,PUNE,Pune,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-08-16"", ""batch"": ""BATCH-8389"", ""administered_by"": ""VET-PUN-888""}]",2024-04-09
AN-79E6D7B2,MH-PUN-69EBCA,goat,Konkan Kanyal,87,male,OWN-PUN-9538,Owner_270,ambewadi22,Ambegaon,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-03"", ""batch"": ""BATCH-2635"", ""administered_by"": ""VET-PUN-388""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-07-02"", ""batch"": ""BATCH-4723"", ""administered_by"": ""VET-PUN-828""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-09-08"", ""batch"": ""BATCH-7491"", ""administered_by"": ""VET-PUN-828""}]",2024-05-16
AN-855FBB8C,MH-PUN-55AE14,poultry,Vanaraja,15,female,OWN-PUN-6426,Owner_461,junnpur3,Junnar,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-12-19"", ""batch"": ""BATCH-5040"", ""administered_by"": ""VET-PUN-477""}]",2024-06-17
AN-0F715376,MH-PUN-2602AD,poultry,Cobb400,19,female,OWN-PUN-5004,Owner_350,indapeth8,Indapur,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-09-11"", ""batch"": ""BATCH-4954"", ""administered_by"": ""VET-PUN-233""}]",2024-06-21
AN-2E962A67,MH-PUN-399B89,cattle,Dangi,112,male,OWN-PUN-7876,Owner_365,ambebudruk53,Ambegaon,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-16"", ""batch"": ""BATCH-5748"", ""administered_by"": ""VET-PUN-521""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-08-21"", ""batch"": ""BATCH-8409"", ""administered_by"": ""VET-PUN-637""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-02-17"", ""batch"": ""BATCH-9466"", ""administered_by"": ""VET-PUN-906""}]",2024-04-07
AN-CC0C9F03,MH-PUN-A52AD0,sheep,Deccani,102,female,OWN-PUN-6374,Owner_403,velhtarf80,Velhe,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-12-03"", ""batch"": ""BATCH-2880"", ""administered_by"": ""VET-PUN-829""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-12-15"", ""batch"": ""BATCH-3833"", ""administered_by"": ""VET-PUN-335""}]",2024-06-11
AN-DFFFB24F,MH-PUN-1A3AD1,cattle,Deoni,65,female,OWN-PUN-7922,Owner_71,junnpeth28,Junnar,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-04-17"", ""batch"": ""BATCH-7210"", ""administered_by"": ""VET-PUN-950""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-10-20"", ""batch"": ""BATCH-9084"", ""administered_by"": ""VET-PUN-795""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-02-23"", ""batch"": ""BATCH-8842"", ""administered_by"": ""VET-PUN-667""}]",2024-06-21
AN-F8014459,MH-PUN-1A0AAF,buffalo,Pandharpuri,5,male,OWN-PUN-1494,Owner_50,havewadi71,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-17"", ""batch"": ""BATCH-7681"", ""administered_by"": ""VET-PUN-783""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-01-13"", ""batch"": ""BATCH-3985"", ""administered_by"": ""VET-PUN-427""}]",2024-04-11
AN-0B563220,MH-PUN-08CCDF,poultry,Cobb400,19,male,OWN-PUN-7513,Owner_228,mulsbudruk75,Mulshi,PUNE,Pune,Maharashtra,[],2024-06-26
AN-7C388D91,MH-PUN-4895C9,cattle,HF Cross,83,female,OWN-PUN-6784,Owner_264,havewadi92,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-09"", ""batch"": ""BATCH-3566"", ""administered_by"": ""VET-PUN-774""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-10"", ""batch"": ""BATCH-7456"", ""administered_by"": ""VET-PUN-533""}]",2024-03-23
AN-8D443DA5,MH-PUN-84BAB0,buffalo,Surti,17,female,OWN-PUN-8481,Owner_64,junnkhurd6,Junnar,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-24"", ""batch"": ""BATCH-6437"", ""administered_by"": ""VET-PUN-165""}]",2024-03-07
AN-7B2D16E2,MH-PUN-B98675,buffalo,Nagpuri,89,female,OWN-PUN-8331,Owner_349,velhnagar60,Velhe,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-08-07"", ""batch"": ""BATCH-5107"", ""administered_by"": ""VET-PUN-839""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-03-13"", ""batch"": ""BATCH-6485"", ""administered_by"": ""VET-PUN-644""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-06-02"", ""batch"": ""BATCH-4388"", ""administered_by"": ""VET-PUN-781""}]",2024-01-01
AN-C117600D,MH-PUN-8A1300,goat,Sirohi Cross,63,male,OWN-PUN-8821,Owner_39,indagaon33,Indapur,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-21"", ""batch"": ""BATCH-3987"", ""administered_by"": ""VET-PUN-988""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-07-03"", ""batch"": ""BATCH-1577"", ""administered_by"": ""VET-PUN-592""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-07-13"", ""batch"": ""BATCH-7755"", ""administered_by"": ""VET-PUN-718""}]",2024-04-27
AN-5BD4DA4F,MH-PUN-84B5AF,goat,Konkan Kanyal,99,male,OWN-PUN-3789,Owner_149,bhorgaon59,Bhor,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-13"", ""batch"": ""BATCH-7933"", ""administered_by"": ""VET-PUN-612""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-04-26"", ""batch"": ""BATCH-1826"", ""administered_by"": ""VET-PUN-323""}]",2024-02-13
AN-76789BEB,MH-PUN-17DCD5,poultry,Cobb400,24,female,OWN-PUN-7221,Owner_251,bhortarf42,Bhor,PUNE,Pune,Maharashtra,[],2024-06-01
AN-BFE3C499,MH-PUN-88F4B8,sheep,Deccani,86,female,OWN-PUN-5874,Owner_416,havepeth23,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-07-09"", ""batch"": ""BATCH-7802"", ""administered_by"": ""VET-PUN-867""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-02-06"", ""batch"": ""BATCH-7207"", ""administered_by"": ""VET-PUN-190""}]",2024-03-20
AN-E92D665D,MH-PUN-4B9A11,poultry,BV380,6,female,OWN-PUN-8231,Owner_171,barakhurd14,Baramati,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-05-09"", ""batch"": ""BATCH-4653"", ""administered_by"": ""VET-PUN-694""}]",2024-01-19
AN-5A05F166,MH-PUN-6752F4,goat,Osmanabadi,5,female,OWN-PUN-2010,Owner_334,ambenagar52,Ambegaon,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-07-05"", ""batch"": ""BATCH-2935"", ""administered_by"": ""VET-PUN-911""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-06-22"", ""batch"": ""BATCH-2265"", ""administered_by"": ""VET-PUN-498""}]",2024-04-17
AN-1CB33808,MH-PUN-F3A9C6,sheep,Deccani,97,female,OWN-PUN-6962,Owner_392,junngaon12,Junnar,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-04-28"", ""batch"": ""BATCH-8805"", ""administered_by"": ""VET-PUN-866""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-11-21"", ""batch"": ""BATCH-5036"", ""administered_by"": ""VET-PUN-718""}]",2024-04-12
AN-2B38AA4E,MH-PUN-D79FE4,buffalo,Marathwadi,59,female,OWN-PUN-8549,Owner_241,bhortarf75,Bhor,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-12"", ""batch"": ""BATCH-5885"", ""administered_by"": ""VET-PUN-629""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-12-25"", ""batch"": ""BATCH-1605"", ""administered_by"": ""VET-PUN-585""}]",2024-02-23
AN-56EAA51C,MH-PUN-E76D3D,poultry,Vanaraja,23,female,OWN-PUN-9996,Owner_94,baragaon42,Baramati,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-08-01"", ""batch"": ""BATCH-1813"", ""administered_by"": ""VET-PUN-772""}]",2024-02-19
AN-77CF6410,MH-PUN-D24BE8,buffalo,Pandharpuri,68,female,OWN-PUN-4195,Owner_242,mulskhurd17,Mulshi,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-07-01"", ""batch"": ""BATCH-3565"", ""administered_by"": ""VET-PUN-165""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-09-10"", ""batch"": ""BATCH-2240"", ""administered_by"": ""VET-PUN-468""}]",2024-04-16
AN-4C004251,MH-PUN-5CF42E,cattle,HF Cross,25,female,OWN-PUN-7134,Owner_33,bhorgaon68,Bhor,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-26"", ""batch"": ""BATCH-7777"", ""administered_by"": ""VET-PUN-870""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-06-11"", ""batch"": ""BATCH-3564"", ""administered_by"": ""VET-PUN-258""}]",2024-02-23
AN-6FE4DDEE,MH-PUN-3B9E98,goat,Berari,88,female,OWN-PUN-1423,Owner_446,bhortarf72,Bhor,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-07-07"", ""batch"": ""BATCH-1094"", ""administered_by"": ""VET-PUN-902""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-03-18"", ""batch"": ""BATCH-3905"", ""administered_by"": ""VET-PUN-722""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-04-12"", ""batch"": ""BATCH-3354"", ""administered_by"": ""VET-PUN-656""}]",2024-04-17
AN-13955DBE,MH-PUN-7FA439,poultry,Kadaknath,12,female,OWN-PUN-7716,Owner_154,mulstarf93,Mulshi,PUNE,Pune,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-03-14"", ""batch"": ""BATCH-9622"", ""administered_by"": ""VET-PUN-780""}]",2024-03-28
AN-73A87D99,MH-PUN-AD18A4,sheep,Lonand,44,female,OWN-PUN-1554,Owner_233,barabudruk87,Baramati,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-09-08"", ""batch"": ""BATCH-2682"", ""administered_by"": ""VET-PUN-876""}]",2024-01-18
AN-C4FFC2BD,MH-PUN-3F40CF,goat,Osmanabadi,97,female,OWN-PUN-6087,Owner_420,havepeth41,Haveli,PUNE,Pune,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-25"", ""batch"": ""BATCH-1418"", ""administered_by"": ""VET-PUN-865""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-09-04"", ""batch"": ""BATCH-1196"", ""administered_by"": ""VET-PUN-427""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-02-01"", ""batch"": ""BATCH-7888"", ""administered_by"": ""VET-PUN-598""}]",2024-05-16
